major,major_summary
군사학과,"군사학과에서는 21세기 한반도 주변의 새로운 군사안보 상황에서 국가를 지키고 대한민국의 군을 이끌어 갈 장교 및 군사전문가를 양성하기 위한 교육프로그램을 운영하고 있습니다. 군사학과는 군사 정책 및 전략에 필요한 군사 전문 지식을 배양하고, 과학기술이 지배하는 미래 환경에 능동적으로 대처 할 군사력 운용 능력과 장교로서 임무 수행에 필요한 전문 지식 및 투철한 국가관과 강인한 체력을 배양하여 미래를 이끌어 갈 군사전문가 및 전문 직업군인을 양성하는 것을 교육목표로 두고 있습니다."
부사관과,"부사관이란 국가공무원의 하나인 직업군인으로서 소정의 교육을 이수하고 각 군에 임관된 사람을 말하며, 장교와 병사 사이에 위치한 간부로서 하사, 중사, 상사, 원사의 계급을 가집니다. 부사관과는 군의 중심 간부로서 부사관 임관 후 직업군인으로서 임무 수행에 필요한 군사학 전문지식과 실무를 겸비한 유능한 부사관 양성을 교육 목표로 두고 있습니다. 구체적으로 부사관과는 육군의 분ㆍ소대와 같은 규모의 집단을 지휘하거나, 전투 기본교육, 보급, 정비, 행정, 부대 관리 등의 기술을 배웁니다."
기술교육과,"공학(Engineering)은 ‘발명ㆍ고안ㆍ창안하다’는 뜻의 라틴 어 ‘ingenerare’에서 유래하였습니다. 공학교육과는 기계, 컴퓨터, 금속, 전기 등 다양한 이론을 공부하며, 각 교과목에 대한 기초적인 지식을 배우고 그 지식을 학생들에게 효과적으로 전달할 수 있는 방법에 대해서 공부합니다. 공학교육과는 앞으로 미래의 최첨단 산업을 이끌어 갈 우리나라의 꿈나무들을 교육시킬 수 있는 인재를 양성하는 곳입니다."
전기ㆍ전자ㆍ통신공학교육과,"전기ㆍ전자ㆍ통신공학교육과는 전기ㆍ전자 회로, 반도체, 통신, 제어 등 최첨단 산업의 근간이 되는 공학 기술과 이론 및 관련 교육학을 학습하며, 정보화 시대에 발맞추어 멀티미디어 저작 도구를 활용하는 능력을 배양하고, 이를 이용하여 실제로 멀티미디어 교재를 제작해 봄으로써 미래의 교육 환경 변화에 적절히 대처할 수 있는 교사를 양성하고 있습니다. 전기ㆍ전자ㆍ통신공학교육과는 전기, 전자, 통신 공학 분야의 인력을 지도할 교사 및 공업 교육 전문가를 양성합니다."
철도교통과,"철도망 건설의 확대와 지역의 도시철도 운영이 확대되고, 남북철도와 대륙 횡단 철도의 운행 계획이 가시화되면서 철도 교통의 중요성은 나날이 커지고 있습니다. 철도교통과는 이러한 시대의 흐름에 따라 철도운영의 사무업무, 철도차량 및 기계를 다루는 업무, 철도 운송 및 운전 업무 등 철도교통의 전반적인 업무를 총체적으로 학습하여 철도 전문 인재를 양성하는 것에 교육목표를 두고 있습니다. "
지적과,"효율적인 국토의 개발 및 관리를 위하여 정확하고 신속한 토지정보관리 행정업무를 수행하고, 국가나 기업체에서 요구하는 실질적이고 합리적인 토지 이용과 체계적이고 능률적인 부동산 관리를 위하여 필요한 전문 인력을 양성하는 학과입니다. 지적과는 국토관리와 산업개발 촉진의 기본이 되는 토지의 합리적 관리를 위하여 토지 관련 업무에 이바지할 지적 전문 기술 인력 양성을 교육목표로 하고 있습니다."
지적학과,"지적학은 국토를 대상으로 다각적 측면, 즉 부동산, 도시계획, 측량법률, 행정 등의 분야에 대해 보다 효율적인 토지의 이용 관리를 연구하는 분야로 국토 자원의 효율적 이용과 관리에 핵심적 요소입니다. 이에 지적학과에서는 국토의 효율적 이용 관리를 위해 부동산, 도시 및 지역계획, 측량, 법률, 정책 등 종합적 관점에서 지적에 관한 전문 지식을 습득시켜서 지적 관련 업무의 전문 인력을 양성하는 것에 교육목표를 두고 있습니다."
측지정보과,"측지정보과는 효율적인 토지이용 및 개발에 따라 토지를 대상으로 전개되는 여러 활동을 공학적으로 연구합니다. 또한 측지정보 뿐만 아니라 건설 산업의 계획, 설계, 시공, 관리 등 건설공학에 대한 전문적 이론을 배우고 현장감 있는 실험실습 교육을 함께 습득합니다. 측지정보과는 정보화 사회가 요구하는 토지정보처리 능력을 가지고 측량, 지적, GIS, 도시계획 등 디지털 국토 실현을 위해 국토개발 분야에 이바지할 전문 기술인 양성을 교육목표로 합니다. "
치기공과,치기공은 예술과 과학의 만남이라고 합니다. 치기공과는 섬세하고 숙련된 치과 보철물과 교정 장치물 제작에 필요한 전문 기술 인력을 키우고자 합니다. 치기공과에서는 치과 보철물을 만드는 방법과 부정교합을 치료하는 교정 장치물에 관한 이론과 실기를 다룹니다.
치위생과,치위생과는 사람들의 구강 건강 증진과 구강 질환 예방에 중점을 두어 공부하는 학과입니다. 치위생과에서는 치과 병ㆍ의원에서 치과의사를 도와 국민의 구강 보건에 힘쓰는 치과위생사를 키우고자 합니다. 치위생과에서는 사람들의 구강질환을 예방하고 건강하고 아름다운 치아를 유지할 수 있도록 전문 치위생 이론 및 기술을 공부합니다.
치의예과,"썩은 이빨을 치료하거나 고른 치아를 위해서 우리는 치과에 갑니다. 치과의사는 치의예과를 졸업해야 합니다. 치의예과는 치과의사로서의 사명감과 사회에 봉사하는 인생관을 지니고 국민의 구강 건강을 지키며 선진국 수준의 국제 감각을 지닌 치과의사를 키웁니다. 치의예과에서는 치아 및 구강 외에도 아래턱, 위턱, 얼굴과 관련된 질환과 장애, 기형 등에 대해 치료하고 예방하는 방법에 대해 공부합니다."
컨벤션산업과,"컨벤션산업은 국제회의, 박람회, 전시회 등 각종 국제행사를 유치함으로써 각종 부가이익을 창출하는 산업입니다. 컨벤션산업과는 국가적 차원에서 국제회의, 이벤트, 전시 분야의 전문 인력을 양성하기 위하여 개설되었으며, 관광의 전반적 분야와 컨벤션, 이벤트 분야와의 조화로운 연계로 관광 컨벤션을 상품화시켜 나갈 수 있는 전문 서비스, 전문 기획가를 양성하는 데 교육목표를 두고 있습니다."
전기자동화과,"현대산업사회에서는 자동화 시스템의 설계, 제작, 운용, 유지, 관리 등에 기여할 기술자가 필요한 상황이며, 특히 4차 산업혁명을 토대로 기계 및 전기로 구성된 시스템을 설계하고 기계, 전기, 전자, 컴퓨터 기술 등을 사용할 수 있는 능력을 요구하고 있습니다. 이에 따라 전기자동화과는 기계공학의 기본 교과목에 전기, 전자, 컴퓨터 및 제어와 관련된 전문적인 학문들을 접목함으로써 기계 시스템의 기초 이론과 컴퓨터의 활용에 의한 자동화 시스템의 설계, 가공, 운전 및 현상 해석을 할 수 있는 능력을 갖춘 전문 엔지니어 양성을 교육목표로 합니다. "
유아특수재활과,"유아특수재활과는 정신지체아, 지체부자유아, 언어장애아, 발달장애아 등 특수아동들을 대상으로 적절한 조기진단 및 치료교육을 담당할 전문적인 유아특수치료교사를 양성하는 학과입니다. 유아특수재활과는 인간 존중 정신과 공동체 의식을 바탕으로 특수아동에 대한 전문 지식과 치료교육기술을 학습하여 장애인의 복지에 기여하고, 의사소통 장애인을 진단 및 치료하고 교육할 수 있는 전문인 양성을 교육목표로 두고 있습니다."
푸드스타일링과,"푸드스타일링과는 음식에 대한 전문 지식을 바탕으로 인간이 가지고 있는 오감을 자극하여 음식과 함께 얻을 수 있는 욕구를 충족시키는 분위기를 기획, 연출, 표현할 수 있는 감성을 개발하며, 변화하는 식문화 산업을 이끌어갈 수 있는 전문가를 양성합니다. 푸드스타일링과는 요리, 푸드스타일링, 테이블 데코레이션 등 다양한 영역에서 깊이 있는 지식을 쌓고 실전의 경험을 충분히 쌓은 감각 있는 푸드스타일리스트를 양성하여 식문화를 이끌고 향상시켜 나갈 진정한 전문가 배출에 교육목표를 둡니다."
게임공학과,"모바일 게임이나 컴퓨터 게임을 해본 적이 있나요? 게임공학과는 게임을 만들기 위해 필요한 게임 기획 및 시나리오 설계, 게임 프로그래밍, 게임 그래픽 디자인, 게임 애니메이션 개발, 게임 음악 및 음향, 게임 시스템 구성 및 운영방법 등 게임 제작에 필요한 전반적인 이론을 배우고 실습을 통해 실무 능력을 갖추는데 교육목표를 두고 있습니다. "
서양화과,"서양화과는 인간의 미적 감각을 서양화로 표현하고 예술적 작품으로 승화시키데 필요한 학습을 합니다. 창조적이고 전문적인 특성을 갖출 수 있도록 실기과정을 체계적으로 교육하고, 판화, 입체, 사진, 영상 등과 함께 회화사, 미학, 미술론, 영상학 등의 이론교육을 실시하고 있습니다. 
서양화과는 미술을 통하여 사회에 이바지할 수 있는 창조적 인간을 육성하고 예술을 통한 인격형성을 도모하며 더 나아가 사회에 이바지하는 작가 양성에 교육목표를 두고 있습니다."
한의예과,텔레비전 드라마에서 허준 선생님이 한약으로 사람을 고치는 것을 본 적이 있죠? 허준은 한의학의 아버지입니다. 한의예과는 한의학 지식과 진료 능력을 가지고 봉사정신과 사명감을 갖춘 유능한 한의사 및 한의학자를 키웁니다. 한의예과에서는 질병의 근본적인 원인을 알아내어 인체의 기능을 정상으로 회복시키기 위해 한약과 침술을 사용하는 방법에 대해 학습합니다.
교통공학과,"인간에게 자동차, 기차, 배, 비행기와 같은 교통수단이 없다면 얼마나 불편할까요? 교통공학과는 사람들이 보다 교통수단을 편리하게 이용 할 수 있도록 도로, 철로, 환경, 안전, 각종 교통사고 등의 문제점을 해결하기 위한 다양한 이론에 대해 공부하는 학과입니다. 교통공학과는 효율적인 도로 시스템과 교통체계를 만들 수 있는 교통전문가를 양성하고 있습니다."
항공정비과,"항공기에 정말 많은 부품이 들어간다는 것을 알고 있나요? 고속 팬 모터, 온도조절장치, 엔진, 강화유리, 발전기 등의 부품들을 세심하게 고려하여야 합니다. 항공정비과는 항공/자동차 산업 및 관련 기계 산업 분야에 필요한 이론과 실무 지식을 습득시키고, 항공기 생산, 정비 및 관련 기계공업 등의 실무를 습득합니다. 이와 같은 교육을 바탕으로 항공/자동차 산업체에서 필요로 하는 전문 기술 인력의 자질을 갖추고, 일반 기계 산업 분야에도 진출하여 전문 기술 인력을 양성하는 것을 목표로 합니다. "
해양자원학과,해양자원학과는 바다의 환경 특성을 이해하고 바다 생물이 해양환경에 어떻게 적응해 서식하고 있는지 등에 대한 생태적 특성을 파악하며 수산자원생물의 보존과 관리를 연구하는 학과입니다. 해양자원학과는 해양의 무궁무진한 잠재력을 극대화하고 해양에 부존하는 생물자원과 비생물자원의 효율적 개발과 이용과 보존에 기여하고자 합니다. 
